Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
Q84,2N7002,SOT-23,92.6,-61.9,90.0,top
Q85,2N7002,SOT-23,70.4,-77.1,90.0,top
Q86,2N7002,SOT-23,74.1,-77.1,90.0,top
Q87,2N7002,SOT-23,77.8,-77.1,90.0,top
Q88,2N7002,SOT-23,81.5,-77.1,90.0,top
Q89,2N7002,SOT-23,85.2,-77.1,90.0,top
Q9,2N7002,SOT-23,62.5,-51.9,-90.0,top
Q90,2N7002,SOT-23,88.9,-77.1,90.0,top
Q91,2N7002,SOT-23,92.6,-77.1,90.0,top
Q92,2N7002,SOT-23,96.3,-77.1,90.0,top
Q93,2N7002,SOT-23,70.4,-71.9,90.0,top
Q94,2N7002,SOT-23,74.1,-71.9,90.0,top
Q95,2N7002,SOT-23,77.8,-71.9,90.0,top
Q96,2N7002,SOT-23,81.5,-71.9,90.0,top
Q97,2N7002,SOT-23,85.2,-71.9,90.0,top
Q98,2N7002,SOT-23,88.9,-71.9,90.0,top
Q99,2N7002,SOT-23,92.6,-71.9,90.0,top
R1,10kΩ,R_0402,60.0,-31.9,-90.0,top
R10,10kΩ,R_0402,65.0,-71.9,-90.0,top
R100,10kΩ,R_0402,73.8,-104.5,180.0,top
R101,10kΩ,R_0402,78.6,-104.5,180.0,top
R102,10kΩ,R_0402,80.7,-104.5,0.0,top
R103,10kΩ,R_0402,86.5,-104.5,0.0,top
R104,10kΩ,R_0402,92.3,-104.5,0.0,top
R105,10kΩ,R_0402,63.0,-112.7,180.0,top
R106,10kΩ,R_0402,67.2,-112.7,180.0,top
R107,10kΩ,R_0402,73.5,-112.7,0.0,top
R108,10kΩ,R_0402,77.7,-112.7,0.0,top
R109,10kΩ,R_0402,81.9,-112.7,0.0,top
R11,10kΩ,R_0402,60.0,-81.9,-90.0,top
R110,10kΩ,R_0402,86.1,-112.7,0.0,top
R111,10kΩ,R_0402,90.3,-112.7,0.0,top
R112,10kΩ,R_0402,94.5,-112.7,0.0,top
R113,10kΩ,R_0402,65.1,-112.7,0.0,top
R114,10kΩ,R_0402,69.3,-112.7,0.0,top
R115,10kΩ,R_0402,71.4,-112.7,180.0,top
R116,10kΩ,R_0402,75.6,-112.7,180.0,top
R117,10kΩ,R_0402,79.8,-112.7,180.0,top
R118,10kΩ,R_0402,84.0,-112.7,180.0,top
R119,10kΩ,R_0402,88.2,-112.7,180.0,top
R12,10kΩ,R_0402,65.0,-81.9,-90.0,top
R120,10kΩ,R_0402,92.4,-112.7,180.0,top
R121,10kΩ,R_0402,124.2,-33.6,180.0,top
R122,10kΩ,R_0402,124.2,-32.4,180.0,top
R123,10kΩ,R_0402,117.8,-39.7,180.0,top
R124,10kΩ,R_0402,117.8,-38.3,180.0,top
R125,10kΩ,R_0402,108.5,-39.7,180.0,top
R126,10kΩ,R_0402,108.5,-38.3,180.0,top
R127,10kΩ,R_0402,62.7,-123.3,90.0,top
R128,2.2kΩ,R_0603,55.4,-93.9,0.0,top
R129,10kΩ,R_0402,123.4,-47.0,0.0,top
R13,10kΩ,R_0402,60.0,-91.9,-90.0,top
R130,10kΩ,R_0402,123.4,-42.8,180.0,top
R131,10kΩ,R_0402,123.4,-38.6,0.0,top
R132,10kΩ,R_0402,123.4,-51.2,180.0,top
R133,10kΩ,R_0402,123.5,-55.4,0.0,top
R134,2.2kΩ,R_0603,55.4,-97.3,0.0,top
R135,2.2kΩ,R_0603,55.4,-101.0,0.0,top
R136,2.2kΩ,R_0603,55.4,-104.7,0.0,top
R137,2.2kΩ,R_0603,55.4,-108.4,0.0,top
R138,2.2kΩ,R_0603,55.4,-112.1,0.0,top
R139,2.2kΩ,R_0603,55.4,-115.8,0.0,top
R14,10kΩ,R_0402,65.0,-91.9,-90.0,top
R140,2.2kΩ,R_0603,55.4,-119.5,0.0,top
R141,2.2kΩ,R_0603,55.4,-62.1,0.0,top
R142,2.2kΩ,R_0603,55.4,-65.5,0.0,top
R143,2.2kΩ,R_0603,55.4,-69.2,0.0,top
R144,2.2kΩ,R_0603,55.4,-72.9,0.0,top
R145,2.2kΩ,R_0603,55.4,-76.6,0.0,top
R146,2.2kΩ,R_0603,55.4,-80.3,0.0,top
R147,2.2kΩ,R_0603,55.4,-84.0,0.0,top
R148,2.2kΩ,R_0603,55.4,-87.7,0.0,top
R149,2.2kΩ,R_0603,55.4,-30.9,0.0,top
R15,10kΩ,R_0402,60.0,-101.9,-90.0,top
R150,2.2kΩ,R_0603,55.4,-34.3,0.0,top
R151,2.2kΩ,R_0603,55.4,-38.0,0.0,top
R152,2.2kΩ,R_0603,55.4,-41.7,0.0,top
R153,2.2kΩ,R_0603,55.4,-45.4,0.0,top
R154,2.2kΩ,R_0603,55.4,-49.1,0.0,top
R155,2.2kΩ,R_0603,55.4,-52.9,0.0,top
R156,2.2kΩ,R_0603,55.4,-56.5,0.0,top
R157,2.2kΩ,R_0603,134.7,-53.9,0.0,top
R158,2.2kΩ,R_0603,134.7,-57.3,0.0,top
R159,2.2kΩ,R_0603,134.7,-29.9,0.0,top
R16,10kΩ,R_0402,65.0,-101.9,-90.0,top
R160,2.2kΩ,R_0603,134.7,-33.3,0.0,top
R161,2.2kΩ,R_0603,134.7,-37.0,0.0,top
R162,2.2kΩ,R_0603,134.7,-40.7,0.0,top
R163,2.2kΩ,R_0603,134.7,-44.4,0.0,top
R164,2.2kΩ,R_0603,134.7,-48.1,0.0,top
R165,2.2kΩ,R_0603,134.7,-61.0,0.0,top
R166,2.2kΩ,R_0603,134.7,-64.7,0.0,top
R167,2.2kΩ,R_0603,134.7,-68.4,0.0,top
